NAME,TEAM,OPP,GAME_ID,PLAYER_ID_AVG,GP,W,L,W_PCT,MIN_AVG,FGM_AVG,FGA_AVG,FG_PCT_AVG,FG3M_AVG,FG3A_AVG,FG3_PCT_AVG,FTM_AVG,FTA_AVG,FT_PCT_AVG,OREB_AVG,DREB_AVG,REB_AVG,AST_AVG,TOV_AVG,STL_AVG,BLK_AVG,BLKA,PF_AVG,PFD,PTS_AVG,PLUS_MINUS_AVG,DD2,TD3,GAME_ID_AVG,AWAYORHOME,STATUS,PLAYER_ID,JERSEYNUM,POSITION,STARTER,ONCOURT,PLAYED,NOTPLAYINGREASON,NOTPLAYINGDESCRIPTION,AST,BLK,BLKR,FGA,FGM,FG_PCT,PF_OFF,FOULSDRAWN,PF,PF_TECH,FTA,FTM,FT_PCT,MINUS,MIN,PLUS,PLUS_MINUS,PTS,PTS_FASTBREAK,PTS_PAINT,PTS_2NDCHANCE,DREB,OREB,REB,STL,FG3A,FG3M,FG3_PCT,TOV,FG2A,FG2M,FG2_PCT,DATE_UPDATED_EST,SET_EASY,TIER_EASY,SERIES_EASY,PLAY_EASY,DATE_MOMENT,TEAM_TS,COUNT_EASY,OWNED,UNIQUE_OWNERS,IN_PACKS,MINTED,TS_HELD,CS,LOW_ASK_EASY,4HCHANGE_EASY,24H,7D,LISTINGS,TSD,ROOKIE_PREMIERE,ROOKIE_MINT,ROOKIE_YEAR,EDITION_STATE,PLAY_ID,SET_ID,TS_LINK,SET_HARD,TIER_HARD,SERIES_HARD,PLAY_HARD,COUNT_HARD,LOW_ASK_HARD,4HCHANGE_HARD,AWAY_TEAM,AWAY_ID,HOME_TEAM,HOME_ID,PERIOD,GAME_CLOCK,AWAY_SCORE,HOME_SCORE,START_TIME,GAME_STATUS,EASY_MOMENT,HARD_MOMENT,SCORE,DIFFERENTIAL,FTM_PROJ
Justin Jackson,PHX,UTA,0022100731,1628382,3,2,1,0.667,7.8,1.6666666666666667,2.3333333333333335,0.714,1.0,1.6666666666666667,0.6,0.0,0.0,0.0,0.3333333333333333,1.6666666666666667,2.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0,4.333333333333333,15,0,0,0022100731,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,nan,nan,97-105,-8,0
Landry Shamet,PHX,UTA,0022100731,1629013,42,34,8,0.81,20.04781746031746,2.4047619047619047,6.476190476190476,0.371,1.5714285714285714,4.476190476190476,0.351,1.0238095238095237,1.2142857142857142,0.843,0.23809523809523808,1.6904761904761905,1.9285714285714286,1.5476190476190477,0.5476190476190477,0.47619047619047616,0.09523809523809523,0.40476190476190477,1.1666666666666667,0,7.404761904761905,107,0,0,0022100731,away,ACTIVE,1629013.0,14,nan,Bench,-,1,nan,nan,1,0,0,1,0,0.0,0,1.0,1,0,0,0,0.0,27,11.766666666666667,22,-5,0,0,0,0,1,0,1,0,1,0,0.0,0,0,0,0.0,2022-01-27 03:30,Base Set,Common,3,Block,2021-11-15 00:00:00+00:00,Phoenix Suns,60000,29783.0,0.0,14244.0,19319.0,0.0,2.0,3,0.0,0.0,0.0,1122.0,nan,nan,nan,nan,VISIBLE,bc2332ab-d3b3-4aa3-958f-c637e5e3bd8c,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+bc2332ab-d3b3-4aa3-958f-c637e5e3bd8c,Base Set,Common,1,Dunk,2851,32,0.0,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,Base Set-Common-3-Block,Base Set-Common-1-Dunk,97-105,-8,0
MJ Walker,PHX,UTA,0022100731,1630640,2,1,1,0.5,4.196666666666666,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0,0.0,-3,0,0,0022100731,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,nan,nan,97-105,-8,0
Mikal Bridges,PHX,UTA,0022100731,1628969,46,37,9,0.804,34.07978260869565,4.826086956521739,9.543478260869565,0.506,1.3695652173913044,3.652173913043478,0.375,1.0434782608695652,1.2173913043478262,0.857,0.9565217391304348,3.108695652173913,4.065217391304348,2.0652173913043477,0.8043478260869565,1.2826086956521738,0.43478260869565216,0.32608695652173914,1.8478260869565217,1,12.065217391304348,307,0,0,0022100731,away,ACTIVE,1628969.0,25,SF,Starter,-,1,nan,nan,2,1,1,7,3,0.428571428571429,0,2.0,4,0,2,1,0.5,93,44.666666666666664,96,3,7,4,6,0,3,1,4,1,1,0,0.0,0,6,3,0.5,2022-01-27 03:30,Base Set,Common,3,Dunk,2021-11-09 03:00:00+00:00,Phoenix Suns,60000,32499.0,0.0,13453.0,17666.0,0.0,2.0,2,0.0,0.0,0.0,937.0,nan,nan,nan,nan,VISIBLE,4bb88bd0-0917-486e-bfc9-59e08e78ccd9,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+4bb88bd0-0917-486e-bfc9-59e08e78ccd9,Base Set,Common,1,Dunk,3999,49,2.08,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,Base Set-Common-3-Dunk,Base Set-Common-1-Dunk,97-105,-8,1
Paris Bass,PHX,UTA,0022100731,1628238,2,2,0,1.0,3.691666666666667,1.0,3.0,0.333,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,0,3.0,2,0,0,0022100731,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,nan,nan,97-105,-8,0
Bojan Bogdanovic,UTA,PHX,0022100731,202711,46,30,16,0.652,30.79876811594203,6.173913043478261,13.217391304347826,0.467,2.5,6.456521739130435,0.387,3.282608695652174,3.8260869565217392,0.858,0.8260869565217391,3.391304347826087,4.217391304347826,1.7391304347826086,1.6304347826086956,0.4782608695652174,0.021739130434782608,0.8695652173913043,1.673913043478261,2,18.130434782608695,167,2,0,0022100731,home,ACTIVE,202711.0,44,SF,Starter,-,1,nan,nan,1,0,2,13,3,0.230769230769231,0,0.0,4,0,1,0,0.0,74,33.233333333333334,69,-5,7,0,4,3,3,0,3,1,3,1,0.333333333333333,3,10,2,0.2,2022-01-27 03:30,Base Set,Common,3,Handles,2021-11-07 23:00:00+00:00,Utah Jazz,60000,32577.0,0.0,13375.0,16298.0,0.0,2.0,3,-25.0,0.0,-57.14,601.0,nan,nan,nan,nan,VISIBLE,70f27416-a846-4922-8e25-508c82e9bf64,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+70f27416-a846-4922-8e25-508c82e9bf64,Base Set,Common,1,3 Pointer,3999,59,-6.35,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,Base Set-Common-3-Handles,Base Set-Common-1-3 Pointer,105-97,8,0
Danuel House Jr.,UTA,PHX,0022100731,1627863,5,0,5,0.0,21.526666666666667,2.2,5.0,0.44,1.0,3.0,0.333,1.4,2.2,0.636,0.4,2.6,3.0,2.0,0.4,0.6,0.6,0.2,1.2,1,6.8,-21,0,0,0022100731,home,ACTIVE,1627863.0,25,nan,Bench,-,1,nan,nan,0,0,0,3,1,0.333333333333333,0,0.0,1,0,0,0,0.0,24,11.049333333333333,20,-4,3,0,0,0,0,1,1,0,3,1,0.333333333333333,0,0,0,0.0,2022-01-27 03:08,Base Set,Common,2,Layup,2021-01-01 00:00:00+00:00,Houston Rockets,40000,34955.0,0.0,3616.0,1593.0,0.0,12.0,3,0.0,-25.0,-25.0,2010.0,False,False,False,False,VISIBLE,4a1ddad0-443d-4bb6-8048-c7bcfb13607b,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+4a1ddad0-443d-4bb6-8048-c7bcfb13607b,Base Set,Common,1,Dunk,3525,30,0.0,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,Base Set-Common-2-Layup,Base Set-Common-1-Dunk,105-97,8,0
Denzel Valentine,UTA,PHX,0022100731,1627756,2,1,1,0.5,9.225,1.0,2.0,0.5,0.5,1.5,0.333,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.5,0.0,0.0,1.5,0,2.5,-2,0,0,0022100731,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,2022-01-27 03:08,Base Set,Common,2,Dunk,2021-02-23 01:00:00+00:00,Chicago Bulls,12000,11244.0,0.0,529.0,228.0,0.0,12.0,15,0.0,7.14,7.14,478.0,True,False,False,False,VISIBLE,6b86a1af-2d34-4d12-95cc-f703d36ce61b,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+6b86a1af-2d34-4d12-95cc-f703d36ce61b,Base Set,Common,2,Dunk,12000,15,0.0,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,105-97,8,0
Donovan Mitchell,UTA,PHX,0022100731,1628378,40,26,14,0.65,33.505874999999996,9.3,20.65,0.45,3.2,9.45,0.339,3.7,4.225,0.876,0.825,3.125,3.95,5.15,2.95,1.6,0.225,0.775,2.525,3,25.5,219,0,0,0022100731,home,INACTIVE,1628378.0,45,nan,Bench,-,0,INACTIVE_INJURY,Concussion Protocol ,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-27 03:31,Base Set,Common,3,3 Pointer,2021-11-03 01:00:00+00:00,Utah Jazz,60000,38320.0,0.0,9037.0,14449.0,0.0,2.0,3,0.0,0.0,0.0,2101.0,nan,nan,nan,nan,VISIBLE,bc4c44b7-424f-4a36-a849-8d57fa297d65,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+bc4c44b7-424f-4a36-a849-8d57fa297d65,2021 All-Star Game,Rare,2,Dunk,2021,179,-3.24,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,Base Set-Common-3-3 Pointer,2021 All-Star Game-Rare-2-Dunk,105-97,8,0
Elijah Hughes,UTA,PHX,0022100731,1630190,11,8,3,0.727,6.877121212121211,1.0909090909090908,2.1818181818181817,0.5,0.8181818181818182,1.6363636363636365,0.5,0.2727272727272727,0.2727272727272727,1.0,0.0,1.0,1.0,0.45454545454545453,0.45454545454545453,0.2727272727272727,0.0,0.0,0.45454545454545453,0,3.272727272727273,-47,0,0,0022100731,home,ACTIVE,1630190.0,33,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,nan,nan,105-97,8,0
Eric Paschall,UTA,PHX,0022100731,1629672,34,22,12,0.647,12.237450980392156,1.7647058823529411,3.588235294117647,0.492,0.6176470588235294,1.7352941176470589,0.356,1.0,1.3529411764705883,0.739,0.6470588235294118,1.3235294117647058,1.9705882352941178,0.5294117647058824,0.5588235294117647,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.9705882352941176,1,5.147058823529412,40,0,0,0022100731,home,ACTIVE,1629672.0,0,nan,Bench,-,1,nan,nan,0,0,2,6,2,0.333333333333333,0,4.0,1,0,9,7,0.777777777777778,38,12.965666666666667,19,-19,11,0,4,4,3,2,5,1,0,0,0.0,0,6,2,0.333333333333333,2022-01-27 03:10,Base Set,Common,2,Layup,2021-01-29 03:00:00+00:00,Golden State Warriors,40000,35196.0,0.0,3127.0,1741.0,0.0,12.0,6,20.0,20.0,20.0,1339.0,False,False,False,False,VISIBLE,997c9484-8b1e-49bc-8378-a2a981d8bf65,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+997c9484-8b1e-49bc-8378-a2a981d8bf65,Base Set,Common,1,Dunk,1257,95,10.47,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,Base Set-Common-2-Layup,Base Set-Common-1-Dunk,105-97,8,7
Hassan Whiteside,UTA,PHX,0022100731,202355,37,24,13,0.649,16.804054054054053,3.27027027027027,5.297297297297297,0.617,0.0,0.0,0.0,1.7027027027027026,2.5135135135135136,0.677,2.27027027027027,4.621621621621622,6.891891891891892,0.3783783783783784,0.918918918918919,0.2702702702702703,1.3243243243243243,0.5405405405405406,2.8378378378378377,2,8.243243243243244,104,6,0,0022100731,home,ACTIVE,202355.0,21,C,Starter,-,1,nan,nan,0,2,1,10,7,0.7,1,6.0,5,1,5,2,0.4,67,34.5,78,11,16,0,12,0,10,1,11,1,0,0,0.0,2,10,7,0.7,2022-01-27 03:30,Base Set,Common,3,Block,2021-11-07 23:00:00+00:00,Utah Jazz,60000,32895.0,0.0,13055.0,17088.0,0.0,2.0,3,0.0,0.0,50.0,2369.0,nan,nan,nan,nan,VISIBLE,df9e020f-f509-453d-adea-cb2cf6f1a1d1,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+df9e020f-f509-453d-adea-cb2cf6f1a1d1,Base Set,Common,1,Block,3344,51,-1.92,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,Base Set-Common-3-Block,Base Set-Common-1-Block,105-97,8,2
Jared Butler,UTA,PHX,0022100731,1630215,21,17,4,0.81,6.2256349206349215,1.0952380952380953,2.9047619047619047,0.377,0.6190476190476191,1.619047619047619,0.382,0.2857142857142857,0.42857142857142855,0.667,0.047619047619047616,0.7142857142857143,0.7619047619047619,0.7619047619047619,0.8095238095238095,0.38095238095238093,0.2857142857142857,0.23809523809523808,1.0,0,3.0952380952380953,-17,0,0,0022100731,home,ACTIVE,1630215.0,13,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,nan,nan,105-97,8,0
Joe Ingles,UTA,PHX,0022100731,204060,42,28,14,0.667,25.302579365079364,2.6666666666666665,6.4523809523809526,0.413,1.7857142857142858,5.071428571428571,0.352,0.35714285714285715,0.47619047619047616,0.75,0.2857142857142857,2.619047619047619,2.9047619047619047,3.5714285714285716,1.0952380952380953,0.5476190476190477,0.11904761904761904,0.16666666666666666,1.8333333333333333,0,7.476190476190476,193,0,0,0022100731,home,ACTIVE,204060.0,2,SG,Starter,-,1,nan,nan,1,0,1,6,2,0.333333333333333,0,0.0,3,0,0,0,0.0,53,25.501,49,-4,6,0,0,0,3,0,3,0,4,2,0.5,0,2,0,0.0,2022-01-27 03:10,Base Set,Common,2,3 Pointer,2021-01-24 02:00:00+00:00,Utah Jazz,40000,35204.0,0.0,3066.0,1776.0,0.0,12.0,6,0.0,0.0,0.0,1340.0,False,False,False,False,VISIBLE,2c9b9017-a5ef-4b95-9467-b58fd089ee81,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+2c9b9017-a5ef-4b95-9467-b58fd089ee81,Base Set,Common,1,Assist,3999,40,0.0,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,Base Set-Common-2-3 Pointer,Base Set-Common-1-Assist,105-97,8,0
Jordan Clarkson,UTA,PHX,0022100731,203903,47,30,17,0.638,26.318900709219857,5.595744680851064,14.0,0.4,2.5319148936170213,7.872340425531915,0.322,1.574468085106383,1.9574468085106382,0.804,0.7446808510638298,2.723404255319149,3.4680851063829787,2.3404255319148937,1.6595744680851063,0.723404255319149,0.2553191489361702,0.3829787234042553,1.8297872340425532,1,15.297872340425531,203,0,0,0022100731,home,ACTIVE,203903.0,00,nan,Bench,-,1,nan,nan,2,0,1,19,9,0.473684210526316,1,4.0,4,0,2,2,1.0,64,30.966666666666665,66,2,26,3,4,3,3,2,5,1,12,6,0.5,2,7,3,0.428571428571429,2022-01-27 03:30,Base Set,Common,3,Steal,2021-10-29 00:00:00+00:00,Utah Jazz,60000,33301.0,0.0,12653.0,16737.0,0.0,2.0,3,0.0,0.0,0.0,1765.0,nan,nan,nan,nan,VISIBLE,a3451fb5-a6dc-4cea-b705-833e2052c7fe,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+a3451fb5-a6dc-4cea-b705-833e2052c7fe,Metallic Gold LE,Rare,3,3 Pointer,749,147,-9.82,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,Base Set-Common-3-Steal,Metallic Gold LE-Rare-3-3 Pointer,105-97,8,2
Malik Fitts,UTA,PHX,0022100731,1630238,7,6,1,0.857,4.979761904761905,0.2857142857142857,1.2857142857142858,0.222,0.2857142857142857,0.5714285714285714,0.5,0.0,0.0,0.0,0.0,1.4285714285714286,1.4285714285714286,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.42857142857142855,0,0.8571428571428571,-29,0,0,0022100731,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,nan,nan,105-97,8,0
Mike Conley,UTA,PHX,0022100731,201144,42,29,13,0.69,28.50154761904762,4.880952380952381,10.69047619047619,0.457,2.4523809523809526,5.785714285714286,0.424,1.7857142857142858,2.1666666666666665,0.824,0.5714285714285714,2.4285714285714284,3.0,5.166666666666667,1.5952380952380953,1.0952380952380953,0.2619047619047619,0.21428571428571427,1.7142857142857142,2,14.0,318,1,0,0022100731,home,ACTIVE,201144.0,11,PG,Starter,-,1,nan,nan,10,0,0,12,5,0.416666666666667,0,4.0,4,0,5,5,1.0,67,32.9,63,-4,16,0,8,2,3,1,4,0,4,1,0.25,3,8,4,0.5,2022-01-27 03:31,Base Set,Common,3,Layup,2021-11-03 01:00:00+00:00,Utah Jazz,60000,36249.0,0.0,11106.0,15207.0,0.0,2.0,3,0.0,0.0,0.0,1754.0,nan,nan,nan,nan,VISIBLE,e7f909c5-b3a0-4e89-a6eb-c5dd5a48d443,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+e7f909c5-b3a0-4e89-a6eb-c5dd5a48d443,Base Set,Common,1,3 Pointer,3999,46,12.2,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,Base Set-Common-3-Layup,Base Set-Common-1-3 Pointer,105-97,8,5
Miye Oni,UTA,PHX,0022100731,1629671,16,15,1,0.938,2.7616666666666667,0.125,0.5625,0.222,0.0625,0.5,0.125,0.0,0.0625,0.0,0.0625,0.375,0.4375,0.3125,0.0625,0.0,0.0,0.0,0.4375,0,0.3125,-32,0,0,0022100731,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,nan,nan,105-97,8,0
Norvel Pelle,UTA,PHX,0022100731,203658,3,0,3,0.0,6.338888888888889,1.0,1.6666666666666667,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0,2.0,-19,0,0,0022100731,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,nan,nan,105-97,8,0
Royce O'Neale,UTA,PHX,0022100731,1626220,44,28,16,0.636,31.631060606060604,2.5681818181818183,5.363636363636363,0.479,1.4318181818181819,3.590909090909091,0.399,0.6590909090909091,0.8636363636363636,0.763,0.8636363636363636,4.340909090909091,5.204545454545454,2.4545454545454546,0.8636363636363636,1.2727272727272727,0.5227272727272727,0.22727272727272727,2.5,0,7.2272727272727275,156,2,0,0022100731,home,ACTIVE,1626220.0,23,PF,Starter,-,1,nan,nan,5,1,0,5,3,0.6,0,2.0,3,0,1,1,1.0,61,27.366666666666667,49,-12,8,0,4,0,5,0,5,1,2,1,0.5,0,3,2,0.666666666666666,2022-01-27 03:09,Base Set,Common,2,Dunk,2021-01-13 00:30:00+00:00,Utah Jazz,12000,11120.0,0.0,598.0,283.0,0.0,12.0,26,13.04,23.81,0.0,400.0,True,False,False,False,VISIBLE,73015da9-837e-44e6-852b-fbaf95fc35a4,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+73015da9-837e-44e6-852b-fbaf95fc35a4,Base Set,Common,2,Dunk,12000,26,13.04,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,105-97,8,1
Rudy Gay,UTA,PHX,0022100731,200752,30,21,9,0.7,20.301388888888887,3.1666666666666665,7.5,0.422,1.5666666666666667,4.266666666666667,0.367,1.4333333333333333,1.7,0.843,0.9666666666666667,3.7,4.666666666666667,1.0666666666666667,0.7666666666666667,0.5666666666666667,0.3,0.4,1.9,1,9.333333333333334,117,0,0,0022100731,home,ACTIVE,200752.0,8,nan,Bench,-,1,nan,nan,1,1,0,1,0,0.0,0,0.0,1,0,0,0,0.0,39,17.216666666666665,38,-1,0,0,0,0,1,1,2,0,1,0,0.0,2,0,0,0.0,2022-01-27 03:29,Base Set,Common,3,Dunk,2021-12-10 00:00:00+00:00,Utah Jazz,60000,19947.0,0.0,4603.0,37710.0,0.0,2.0,3,0.0,50.0,50.0,755.0,nan,nan,nan,nan,VISIBLE,c5468fe2-6f89-4bbe-8946-18f5f8680888,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+c5468fe2-6f89-4bbe-8946-18f5f8680888,Base Set,Common,1,Dunk,3999,32,0.0,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,Base Set-Common-3-Dunk,Base Set-Common-1-Dunk,105-97,8,0
Rudy Gobert,UTA,PHX,0022100731,203497,42,29,13,0.69,32.47845238095238,5.642857142857143,7.976190476190476,0.707,0.0,0.047619047619047616,0.0,4.666666666666667,6.761904761904762,0.69,3.6666666666666665,11.404761904761905,15.071428571428571,1.1666666666666667,1.8333333333333333,0.7857142857142857,2.261904761904762,0.6904761904761905,2.6666666666666665,6,15.952380952380953,344,35,0,0022100731,home,INACTIVE,203497.0,27,nan,Bench,-,0,INACTIVE_INJURY,Left Calf; Strain,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-27 03:09,Base Set,Common,2,Block,2021-01-10 20:00:00+00:00,Utah Jazz,40000,36303.0,0.0,2699.0,1030.0,0.0,12.0,7,-12.5,0.0,16.67,1630.0,False,False,False,False,VISIBLE,d9dad689-caba-4e37-9b27-a2b78036c03d,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+d9dad689-caba-4e37-9b27-a2b78036c03d,2021 All-Star Game,Rare,2,Dunk,2021,158,3.27,PHX,1610612756,UTA,1610612762,4,,105,97,2022-01-26 22:00:00-05:00,Final,Base Set-Common-2-Block,2021 All-Star Game-Rare-2-Dunk,105-97,8,0
